x(rad),y(rad),z(rad),internal_ts,watch_timestamp
0.001222,0.000000,0.000000,23316455384263,2025-04-23 17:35:29.009
0.000000,0.000000,0.000000,23316485322007,2025-04-23 17:35:29.033
0.000000,0.000000,0.000000,23316515320787,2025-04-23 17:35:29.074
0.000000,0.001222,0.000000,23316545258531,2025-04-23 17:35:29.091
0.001222,0.000000,0.000000,23316575196275,2025-04-23 17:35:29.132
0.000000,0.001222,0.000000,23316605134019,2025-04-23 17:35:29.151
0.000000,0.000000,0.000000,23316635071763,2025-04-23 17:35:29.190
0.001222,-0.001222,-0.001222,23316665009507,2025-04-23 17:35:29.212
-0.001222,0.001222,0.000000,23316694947251,2025-04-23 17:35:29.256
-0.001222,0.001222,0.000000,23316724884995,2025-04-23 17:35:29.274
0.000000,-0.001222,0.000000,23316754853257,2025-04-23 17:35:29.312
0.000000,0.001222,0.000000,23316784760484,2025-04-23 17:35:29.331
0.000000,0.000000,0.000000,23316814728745,2025-04-23 17:35:29.375
0.000000,-0.001222,0.001222,23316844635972,2025-04-23 17:35:29.391
0.001222,-0.001222,0.000000,23316934571275,2025-04-23 17:35:29.489
0.004887,-0.003665,0.000000,23316964570054,2025-04-23 17:35:29.511
-0.003665,0.002443,0.001222,23316994477281,2025-04-23 17:35:29.554
0.000000,0.001222,0.000000,23317024384507,2025-04-23 17:35:29.571
-0.001222,0.001222,0.000000,23317054322251,2025-04-23 17:35:29.601
0.000000,0.000000,0.000000,23317084290513,2025-04-23 17:35:29.627
0.001222,-0.001222,0.001222,23317114289292,2025-04-23 17:35:29.660
-0.001222,0.002443,0.001222,23317144196519,2025-04-23 17:35:29.688
-0.001222,0.001222,0.000000,23317234101304,2025-04-23 17:35:29.790
0.001222,-0.001222,0.000000,23317264039048,2025-04-23 17:35:29.812
-0.001222,0.001222,0.000000,23317293976792,2025-04-23 17:35:29.855
0.001222,0.001222,0.000000,23317323914537,2025-04-23 17:35:29.870
0.000000,0.000000,0.000000,23317353852281,2025-04-23 17:35:29.912
0.000000,0.000000,0.000000,23317383820542,2025-04-23 17:35:29.930
0.001222,-0.001222,0.000000,23317413758287,2025-04-23 17:35:29.969
0.000000,0.000000,0.000000,23317443696031,2025-04-23 17:35:29.990
0.000000,0.001222,0.000000,23317473633775,2025-04-23 17:35:30.030
0.001222,-0.001222,0.000000,23317503602037,2025-04-23 17:35:30.049
0.000000,0.001222,0.001222,23317533509263,2025-04-23 17:35:30.090
-0.001222,0.001222,0.000000,23317563416490,2025-04-23 17:35:30.110
0.001222,-0.001222,0.000000,23317593354234,2025-04-23 17:35:30.149
0.000000,0.000000,0.000000,23317623322495,2025-04-23 17:35:30.169
-0.001222,0.001222,0.000000,23317653260240,2025-04-23 17:35:30.209
0.000000,0.000000,0.000000,23317683197984,2025-04-23 17:35:30.230
0.001222,0.000000,0.000000,23317713166245,2025-04-23 17:35:30.267
0.000000,0.000000,0.001222,23317743165025,2025-04-23 17:35:30.290
0.000000,0.000000,0.000000,23317773163804,2025-04-23 17:35:30.332
-0.001222,0.001222,0.000000,23317803162583,2025-04-23 17:35:30.350
0.001222,-0.001222,0.000000,23317833100328,2025-04-23 17:35:30.391
-0.001222,0.001222,0.000000,23317863099107,2025-04-23 17:35:30.409
0.000000,0.000000,0.000000,23317893097886,2025-04-23 17:35:30.453
0.001222,0.000000,0.000000,23317923096665,2025-04-23 17:35:30.470
0.001222,0.000000,0.000000,23318013001451,2025-04-23 17:35:30.570
0.000000,0.000000,0.000000,23318043000230,2025-04-23 17:35:30.597
-0.001222,0.001222,0.000000,23318072937974,2025-04-23 17:35:30.631
0.000000,0.001222,0.000000,23318102936753,2025-04-23 17:35:30.653
0.001222,0.000000,0.000000,23318132935533,2025-04-23 17:35:30.688
-0.001222,0.001222,0.000000,23318162873277,2025-04-23 17:35:30.710
-0.001222,0.001222,0.000000,23318192811021,2025-04-23 17:35:30.753
-0.001222,0.000000,0.000000,23318222779283,2025-04-23 17:35:30.771
-0.001222,0.001222,0.000000,23318252717027,2025-04-23 17:35:30.811
0.002443,0.000000,0.001222,23318282685288,2025-04-23 17:35:30.829
