x(rad),y(rad),z(rad),internal_ts,watch_timestamp
0.002443,0.010996,0.001222,19740839302477,2025-04-23 16:35:53.364
0.003665,0.007330,0.000000,19740869270738,2025-04-23 16:35:53.401
0.014661,0.019548,0.006109,19740899208483,2025-04-23 16:35:53.427
-0.006109,0.004887,0.001222,19740929146227,2025-04-23 16:35:53.464
0.009774,0.010996,0.004887,19740959114488,2025-04-23 16:35:53.484
0.003665,0.001222,0.012217,19740989082750,2025-04-23 16:35:53.523
-0.001222,-0.010996,-0.001222,19741019020494,2025-04-23 16:35:53.544
0.013439,-0.014661,-0.012217,19741048958238,2025-04-23 16:35:53.580
-0.065973,0.037874,0.002443,19741138863024,2025-04-23 16:35:53.664
-0.053756,0.052534,0.078191,19741168800768,2025-04-23 16:35:53.701
-0.018326,-0.031765,0.158825,19741198799547,2025-04-23 16:35:53.723
0.079412,-0.090408,0.178373,19741228737291,2025-04-23 16:35:53.770
0.070860,-0.168599,0.098960,19741258705553,2025-04-23 16:35:53.854
0.067195,-0.205251,0.045204,19741288612779,2025-04-23 16:35:53.961
0.053756,-0.026878,0.080634,19741318550524,2025-04-23 16:35:54.074
0.024435,0.117286,0.037874,19741348518785,2025-04-23 16:35:54.086
0.007330,0.316428,-0.003665,19741378456529,2025-04-23 16:35:54.111
-0.013439,0.109956,-0.202807,19741408394274,2025-04-23 16:35:54.140
0.340863,0.266337,-0.684169,19741438332018,2025-04-23 16:35:54.169
-0.234572,-0.003665,-1.411099,19741468300279,2025-04-23 16:35:54.223
-0.651182,0.196699,0.018326,19741558266100,2025-04-23 16:35:54.253
-0.361632,1.161866,0.108734,19741588264879,2025-04-23 16:35:54.270
0.145386,-0.845438,-0.007330,19741618263658,2025-04-23 16:35:54.327
-0.046426,0.682947,0.004887,19741648262438,2025-04-23 16:35:54.334
0.158825,-0.475253,0.069639,19741678230699,2025-04-23 16:35:54.349
0.274889,-0.465479,0.160047,19741708198961,2025-04-23 16:35:54.367
0.643852,0.312763,0.434936,19741738167223,2025-04-23 16:35:54.380
0.403171,-0.963945,0.370184,19741768104967,2025-04-23 16:35:54.390
-0.095295,0.344528,0.127060,19741918007311,2025-04-23 16:35:54.438
-0.238237,0.205251,0.155160,19741947975572,2025-04-23 16:35:54.471
-0.076969,0.210138,0.075747,19741977974352,2025-04-23 16:35:54.498
-0.329867,-0.034208,0.048869,19742007973131,2025-04-23 16:35:54.530
-0.324980,0.059865,-0.004887,19742037971910,2025-04-23 16:35:54.557
0.100182,-0.095295,-0.002443,19742067970690,2025-04-23 16:35:54.596
0.019548,0.070860,0.000000,19742097938951,2025-04-23 16:35:54.618
-0.106291,0.001222,-0.059865,19742127907213,2025-04-23 16:35:54.653
0.067195,0.155160,-0.008552,19742157875475,2025-04-23 16:35:54.679
-0.010996,0.065973,0.000000,19742187843736,2025-04-23 16:35:54.714
-0.009774,-0.224798,-0.001222,19742217781481,2025-04-23 16:35:54.738
