x(rad),y(rad),z(rad),internal_ts,watch_timestamp
0.000000,-0.001222,0.000000,19832792335924,2025-04-23 16:37:25.311
-0.001222,0.000000,0.000000,19832822273668,2025-04-23 16:37:25.346
-0.002443,0.004887,0.000000,19832852241930,2025-04-23 16:37:25.371
0.000000,0.000000,0.000000,19832882210192,2025-04-23 16:37:25.405
0.000000,-0.001222,0.000000,19832912178453,2025-04-23 16:37:25.431
-0.001222,0.002443,-0.001222,19832942207750,2025-04-23 16:37:25.464
-0.002443,0.002443,0.000000,19832972114977,2025-04-23 16:37:25.495
-0.001222,0.000000,-0.001222,19833002083238,2025-04-23 16:37:25.532
-0.001222,-0.002443,0.000000,19833032051500,2025-04-23 16:37:25.553
0.000000,-0.001222,0.000000,19833062019762,2025-04-23 16:37:25.584
0.001222,0.002443,0.000000,19833092018541,2025-04-23 16:37:25.611
0.000000,0.001222,0.000000,19833121956285,2025-04-23 16:37:25.644
0.001222,0.001222,0.000000,19833151924547,2025-04-23 16:37:25.671
0.001222,0.000000,0.000000,19833181892809,2025-04-23 16:37:25.706
0.000000,0.001222,0.000000,19833211891588,2025-04-23 16:37:25.731
0.000000,0.001222,-0.001222,19833241859850,2025-04-23 16:37:25.764
0.000000,-0.001222,-0.001222,19833271828111,2025-04-23 16:37:25.791
0.001222,0.001222,-0.001222,19833301857408,2025-04-23 16:37:25.824
0.002443,0.000000,0.000000,19833331825670,2025-04-23 16:37:25.851
0.001222,0.001222,0.000000,19833361793932,2025-04-23 16:37:25.884
0.000000,0.003665,0.000000,19833391731676,2025-04-23 16:37:25.911
0.002443,-0.002443,0.000000,19833421699938,2025-04-23 16:37:25.944
0.001222,0.001222,0.000000,19833451637682,2025-04-23 16:37:25.971
0.000000,0.000000,0.000000,19833481605944,2025-04-23 16:37:26.006
0.000000,0.001222,0.000000,19833511604723,2025-04-23 16:37:26.031
0.000000,0.001222,0.000000,19833541572985,2025-04-23 16:37:26.064
0.001222,-0.001222,0.000000,19833571571764,2025-04-23 16:37:26.091
0.001222,0.000000,0.000000,19833601570543,2025-04-23 16:37:26.124
0.000000,0.002443,0.001222,19833631538805,2025-04-23 16:37:26.151
0.001222,-0.001222,0.000000,19833661507067,2025-04-23 16:37:26.197
0.001222,0.000000,0.000000,19833691536363,2025-04-23 16:37:26.220
0.001222,-0.001222,0.000000,19833721504625,2025-04-23 16:37:26.244
-0.001222,0.001222,0.000000,19833751503404,2025-04-23 16:37:26.271
0.000000,0.001222,0.000000,19833781502184,2025-04-23 16:37:26.306
0.001222,-0.002443,0.000000,19833811470445,2025-04-23 16:37:26.331
0.000000,0.001222,0.000000,19833841438707,2025-04-23 16:37:26.365
0.002443,0.002443,0.000000,19833871468004,2025-04-23 16:37:26.399
0.002443,0.001222,0.000000,19833901497301,2025-04-23 16:37:26.424
0.001222,0.002443,0.000000,19833931496080,2025-04-23 16:37:26.450
0.000000,-0.001222,0.000000,19833961494860,2025-04-23 16:37:26.484
0.001222,0.001222,0.000000,19833991493639,2025-04-23 16:37:26.511
0.000000,0.000000,0.000000,19834021431383,2025-04-23 16:37:26.544
0.000000,-0.001222,0.000000,19834051399645,2025-04-23 16:37:26.570
0.001222,0.001222,0.000000,19834081398424,2025-04-23 16:37:26.605
0.001222,-0.001222,0.000000,19834111397203,2025-04-23 16:37:26.631
0.003665,0.001222,0.000000,19834141365465,2025-04-23 16:37:26.664
0.002443,0.001222,0.000000,19834171394762,2025-04-23 16:37:26.690
0.001222,0.000000,-0.001222,19834201363024,2025-04-23 16:37:26.724
0.001222,0.001222,0.000000,19834231331285,2025-04-23 16:37:26.750
-0.002443,-0.001222,-0.001222,19834261330065,2025-04-23 16:37:26.784
0.000000,-0.002443,0.000000,19834291298326,2025-04-23 16:37:26.810
0.001222,-0.002443,-0.001222,19834321236070,2025-04-23 16:37:26.844
0.003665,0.000000,0.000000,19834411171373,2025-04-23 16:37:26.930
0.001222,0.001222,0.000000,19834441170153,2025-04-23 16:37:26.964
0.000000,0.000000,-0.001222,19834471168932,2025-04-23 16:37:26.990
0.000000,0.000000,0.000000,19834501167711,2025-04-23 16:37:27.024
0.000000,0.001222,0.000000,19834531135973,2025-04-23 16:37:27.050
0.000000,-0.002443,0.000000,19834561134752,2025-04-23 16:37:27.083
0.001222,-0.001222,0.000000,19834591133531,2025-04-23 16:37:27.110
0.000000,0.001222,0.000000,19834621071276,2025-04-23 16:37:27.144
0.001222,0.000000,0.000000,19834651039537,2025-04-23 16:37:27.170
0.001222,0.000000,0.000000,19834681007799,2025-04-23 16:37:27.205
0.001222,0.001222,0.000000,19834710976061,2025-04-23 16:37:27.230
0.001222,0.000000,0.000000,19834740974840,2025-04-23 16:37:27.263
-0.001222,0.001222,0.000000,19834770973619,2025-04-23 16:37:27.290
0.001222,-0.001222,0.000000,19834801002916,2025-04-23 16:37:27.323
-0.002443,-0.001222,0.000000,19834831001695,2025-04-23 16:37:27.350
-0.001222,0.000000,0.000000,19834861000475,2025-04-23 16:37:27.383
-0.001222,0.000000,-0.001222,19834891029772,2025-04-23 16:37:27.410
-0.001222,0.001222,0.000000,19834920998033,2025-04-23 16:37:27.443
0.000000,0.000000,0.000000,19834950966295,2025-04-23 16:37:27.471
-0.001222,0.002443,0.000000,19834980934557,2025-04-23 16:37:27.504
0.002443,0.001222,0.000000,19835010933336,2025-04-23 16:37:27.530
-0.001222,0.001222,0.000000,19835040901598,2025-04-23 16:37:27.564
-0.003665,0.001222,0.000000,19835070869860,2025-04-23 16:37:27.590
0.000000,-0.003665,0.000000,19835100868639,2025-04-23 16:37:27.626
-0.002443,-0.001222,0.000000,19835130836901,2025-04-23 16:37:27.650
-0.002443,0.002443,0.000000,19835160835680,2025-04-23 16:37:27.683
0.000000,0.001222,0.000000,19835190834459,2025-04-23 16:37:27.710
0.001222,0.000000,0.000000,19835220802721,2025-04-23 16:37:27.743
0.000000,0.002443,0.000000,19835250801500,2025-04-23 16:37:27.770
0.001222,-0.001222,0.000000,19835280769762,2025-04-23 16:37:27.807
-0.002443,0.002443,0.000000,19835310738024,2025-04-23 16:37:27.830
-0.002443,-0.001222,0.000000,19835340675768,2025-04-23 16:37:27.863
-0.002443,-0.001222,0.000000,19835370644029,2025-04-23 16:37:27.890
0.000000,0.000000,0.000000,19835400673326,2025-04-23 16:37:27.929
0.001222,0.000000,0.000000,19835430672106,2025-04-23 16:37:27.952
0.000000,0.003665,-0.001222,19835460640367,2025-04-23 16:37:27.995
0.000000,0.002443,0.000000,19835490578111,2025-04-23 16:37:28.011
0.000000,0.001222,0.000000,19835520576891,2025-04-23 16:37:28.053
0.000000,-0.001222,0.000000,19835550545153,2025-04-23 16:37:28.080
-0.002443,0.000000,0.000000,19835580513414,2025-04-23 16:37:28.112
-0.002443,0.001222,0.000000,19835610512194,2025-04-23 16:37:28.135
-0.001222,-0.001222,0.000000,19835640480455,2025-04-23 16:37:28.170
0.000000,0.003665,0.000000,19835730446276,2025-04-23 16:37:28.250
0.001222,0.001222,0.000000,19835760353502,2025-04-23 16:37:28.283
0.000000,0.000000,0.000000,19835790352281,2025-04-23 16:37:28.310
0.001222,0.000000,0.000000,19835820381578,2025-04-23 16:37:28.342
-0.002443,0.000000,0.000000,19835850380358,2025-04-23 16:37:28.369
-0.002443,0.001222,0.000000,19835880318102,2025-04-23 16:37:28.404
-0.001222,-0.001222,0.000000,19835910286363,2025-04-23 16:37:28.431
-0.002443,0.000000,0.000000,19835940254625,2025-04-23 16:37:28.463
0.001222,0.000000,0.000000,19836030128893,2025-04-23 16:37:28.555
0.000000,0.001222,0.000000,19836060097154,2025-04-23 16:37:28.589
0.000000,0.001222,0.000000,19836090065416,2025-04-23 16:37:28.612
-0.002443,0.000000,0.000000,19836120033678,2025-04-23 16:37:28.655
-0.002443,0.001222,0.000000,19836150001940,2025-04-23 16:37:28.676
0.000000,-0.003665,0.000000,19836179939684,2025-04-23 16:37:28.711
0.000000,-0.001222,0.000000,19836209968981,2025-04-23 16:37:28.730
-0.001222,0.002443,0.000000,19836239967760,2025-04-23 16:37:28.769
-0.001222,0.001222,-0.001222,19836329903063,2025-04-23 16:37:28.851
-0.001222,-0.001222,0.000000,19836359871324,2025-04-23 16:37:28.892
-0.002443,0.000000,0.000000,19836389870104,2025-04-23 16:37:28.917
-0.001222,0.000000,0.000000,19836419838365,2025-04-23 16:37:28.949
0.000000,0.000000,-0.001222,19836449806627,2025-04-23 16:37:28.974
-0.001222,-0.001222,0.000000,19836479774889,2025-04-23 16:37:29.016
0.001222,0.000000,0.000000,19836509712633,2025-04-23 16:37:29.043
0.001222,0.002443,0.000000,19836539680895,2025-04-23 16:37:29.075
0.000000,0.001222,0.000000,19836569710192,2025-04-23 16:37:29.104
0.000000,0.001222,0.000000,19836599739488,2025-04-23 16:37:29.136
-0.001222,0.002443,0.000000,19836629677233,2025-04-23 16:37:29.162
0.000000,0.000000,0.000000,19836659614977,2025-04-23 16:37:29.195
-0.001222,0.001222,0.000000,19836689613756,2025-04-23 16:37:29.216
-0.001222,-0.002443,0.000000,19836719551500,2025-04-23 16:37:29.251
-0.002443,0.000000,-0.001222,19836749489244,2025-04-23 16:37:29.277
0.000000,0.000000,0.000000,19836779457506,2025-04-23 16:37:29.317
0.000000,0.000000,0.000000,19836809456285,2025-04-23 16:37:29.352
0.001222,0.001222,0.000000,19836839394029,2025-04-23 16:37:29.371
0.000000,0.002443,0.000000,19836869301256,2025-04-23 16:37:29.393
0.001222,0.001222,-0.001222,19836899269518,2025-04-23 16:37:29.429
-0.002443,0.000000,0.000000,19836989174303,2025-04-23 16:37:29.516
-0.001222,-0.002443,0.000000,19837019112047,2025-04-23 16:37:29.552
-0.001222,0.000000,-0.001222,19837049141344,2025-04-23 16:37:29.578
-0.001222,0.001222,0.000000,19837079140123,2025-04-23 16:37:29.615
0.000000,0.001222,0.000000,19837109108385,2025-04-23 16:37:29.642
0.001222,0.000000,0.000000,19837139076647,2025-04-23 16:37:29.673
0.000000,0.001222,0.000000,19837169044908,2025-04-23 16:37:29.702
0.000000,0.000000,0.000000,19837198982653,2025-04-23 16:37:29.726
0.000000,0.000000,0.000000,19837288887438,2025-04-23 16:37:29.811
0.001222,-0.001222,0.000000,19837318855699,2025-04-23 16:37:29.852
0.000000,0.001222,0.000000,19837348854479,2025-04-23 16:37:29.879
-0.001222,0.003665,0.000000,19837378822740,2025-04-23 16:37:29.914
-0.001222,0.001222,0.001222,19837408852037,2025-04-23 16:37:29.934
0.000000,0.000000,0.000000,19837438820299,2025-04-23 16:37:29.973
0.000000,0.000000,-0.001222,19837468758043,2025-04-23 16:37:29.999
0.000000,0.000000,0.000000,19837498787340,2025-04-23 16:37:30.032
-0.001222,0.001222,0.000000,19837528755602,2025-04-23 16:37:30.057
-0.001222,0.000000,0.000000,19837558693346,2025-04-23 16:37:30.089
0.000000,-0.001222,0.000000,19837588692125,2025-04-23 16:37:30.109
0.000000,-0.001222,0.000000,19837618690904,2025-04-23 16:37:30.142
0.000000,0.000000,0.000000,19837648659166,2025-04-23 16:37:30.168
-0.001222,0.002443,0.000000,19837678657945,2025-04-23 16:37:30.203
-0.002443,0.001222,0.000000,19837708656725,2025-04-23 16:37:30.261
0.000000,0.000000,0.000000,19837738686022,2025-04-23 16:37:30.317
0.001222,0.000000,-0.001222,19837768654283,2025-04-23 16:37:30.361
0.000000,-0.001222,-0.001222,19837798592028,2025-04-23 16:37:30.391
-0.001222,0.002443,0.000000,19837828590807,2025-04-23 16:37:30.409
-0.001222,0.000000,0.000000,19837858498033,2025-04-23 16:37:30.421
