x(m/s^2),y(m/s^2),z(m/s^2),internal_ts,watch_timestamp
-0.028730,0.062249,-0.062249,17819167360827,2025-04-23 16:03:51.693
0.014365,-0.019154,0.052672,17819197298571,2025-04-23 16:03:51.726
0.000000,0.000000,-0.023942,17819227266832,2025-04-23 16:03:51.755
-0.007183,0.002394,0.002394,17819257235094,2025-04-23 16:03:51.788
0.009577,0.026336,-0.057461,17819287203356,2025-04-23 16:03:51.814
0.000000,0.016759,-0.014365,17819317171618,2025-04-23 16:03:51.849
-0.055067,0.016759,-0.007183,17819347170397,2025-04-23 16:03:51.876
0.016759,0.007183,-0.040701,17819377138659,2025-04-23 16:03:51.906
-0.040701,0.028730,0.033519,17819467104479,2025-04-23 16:03:51.993
-0.043096,-0.004788,-0.014365,17819497072741,2025-04-23 16:03:52.029
-0.047884,-0.002394,-0.035913,17819527041002,2025-04-23 16:03:52.056
0.000000,0.002394,-0.002394,17819557039782,2025-04-23 16:03:52.090
-0.002394,-0.007183,0.019154,17819587008043,2025-04-23 16:03:52.116
-0.047884,-0.038307,-0.021548,17819616976305,2025-04-23 16:03:52.151
0.009577,-0.035913,0.055067,17819646944567,2025-04-23 16:03:52.186
-0.021548,0.028730,0.019154,17819676882311,2025-04-23 16:03:52.207
0.004788,-0.043096,-0.019154,17819766909166,2025-04-23 16:03:52.294
0.050278,0.019154,0.021548,17819796816393,2025-04-23 16:03:52.329
0.026336,-0.011971,-0.007183,17819826815172,2025-04-23 16:03:52.359
0.000000,0.009577,0.019154,17819856783434,2025-04-23 16:03:52.392
0.035913,0.007183,0.011971,17819886751696,2025-04-23 16:03:52.419
-0.019154,0.040701,-0.028730,17819916750475,2025-04-23 16:03:52.448
0.038307,0.028730,-0.021548,17819946749254,2025-04-23 16:03:52.475
0.004788,-0.014365,0.064643,17819976686998,2025-04-23 16:03:52.511
-0.019154,0.000000,0.000000,17820006624743,2025-04-23 16:03:52.536
-0.035913,-0.055067,0.002394,17820036593004,2025-04-23 16:03:52.570
-0.057461,0.047884,0.007183,17820066530748,2025-04-23 16:03:52.592
0.014365,-0.055067,-0.033519,17820096468493,2025-04-23 16:03:52.628
0.023942,0.055067,0.043096,17820126467272,2025-04-23 16:03:52.660
