x(m/s^2),y(m/s^2),z(m/s^2),internal_ts,watch_timestamp
-0.040701,0.033519,0.023942,20519837253062,2025-04-23 16:48:52.367
0.004788,0.035913,0.014365,20519867221323,2025-04-23 16:48:52.414
0.019154,0.047884,0.026336,20519957187144,2025-04-23 16:48:52.488
-0.055067,0.038307,-0.004788,20519987155405,2025-04-23 16:48:52.534
-0.007183,-0.052672,0.007183,20520017154185,2025-04-23 16:48:52.548
0.011971,-0.002394,-0.004788,20520047122446,2025-04-23 16:48:52.596
0.014365,0.011971,-0.021548,20520077182261,2025-04-23 16:48:52.614
-0.004788,0.002394,0.057461,20520107120005,2025-04-23 16:48:52.654
-0.023942,-0.004788,0.035913,20520137057749,2025-04-23 16:48:52.671
0.021548,-0.016759,-0.014365,20520167087046,2025-04-23 16:48:52.713
-0.007183,-0.069432,0.055067,20520197024790,2025-04-23 16:48:52.727
0.062249,-0.019154,0.007183,20520227023570,2025-04-23 16:48:52.771
-0.004788,0.064643,0.026336,20520257022349,2025-04-23 16:48:52.789
-0.028730,-0.052672,0.014365,20520287021128,2025-04-23 16:48:52.831
0.007183,-0.016759,0.007183,20520317050425,2025-04-23 16:48:52.845
0.000000,0.002394,0.000000,20520347018687,2025-04-23 16:48:52.892
-0.019154,-0.016759,0.031125,20520437106577,2025-04-23 16:48:52.968
-0.009577,-0.040701,-0.026336,20520467074839,2025-04-23 16:48:53.015
0.004788,0.059855,0.028730,20520497073618,2025-04-23 16:48:53.031
0.000000,0.026336,0.000000,20520527041880,2025-04-23 16:48:53.080
-0.011971,-0.031125,0.009577,20520557040659,2025-04-23 16:48:53.098
0.019154,-0.002394,-0.011971,20520587008921,2025-04-23 16:48:53.132
0.023942,0.014365,0.035913,20520676944224,2025-04-23 16:48:53.211
-0.028730,0.047884,0.021548,20520706912486,2025-04-23 16:48:53.255
0.011971,0.026336,0.000000,20520736880747,2025-04-23 16:48:53.269
0.019154,-0.004788,-0.019154,20520766910044,2025-04-23 16:48:53.319
0.043096,0.009577,-0.002394,20520796908823,2025-04-23 16:48:53.336
0.002394,0.000000,0.000000,20520826877085,2025-04-23 16:48:53.374
