x(m/s^2),y(m/s^2),z(m/s^2),internal_ts,watch_timestamp
0.052672,-0.011971,-0.035913,19601065895494,2025-04-23 16:33:33.611
-0.019154,0.035913,-0.057461,19601095863756,2025-04-23 16:33:33.635
0.038307,-0.007183,-0.007183,19601125893053,2025-04-23 16:33:33.651
-0.014365,-0.009577,-0.028730,19601155861315,2025-04-23 16:33:33.703
-0.016759,0.028730,0.000000,19601185829576,2025-04-23 16:33:33.721
0.000000,0.009577,0.014365,19601215797838,2025-04-23 16:33:33.757
0.000000,-0.009577,-0.035913,19601245796617,2025-04-23 16:33:33.776
-0.009577,-0.040701,-0.014365,19601275764879,2025-04-23 16:33:33.825
0.009577,-0.021548,-0.026336,19601305763658,2025-04-23 16:33:33.844
-0.026336,-0.009577,0.000000,19601335731920,2025-04-23 16:33:33.877
-0.023942,-0.007183,0.000000,19601365730699,2025-04-23 16:33:33.894
0.021548,0.000000,0.028730,19601395668444,2025-04-23 16:33:33.941
-0.009577,0.055067,-0.028730,19601425667223,2025-04-23 16:33:33.957
-0.016759,0.014365,-0.035913,19601455635485,2025-04-23 16:33:33.999
0.093374,-0.007183,0.047884,19601545570787,2025-04-23 16:33:34.068
0.007183,0.019154,-0.047884,19601575539049,2025-04-23 16:33:34.105
0.007183,-0.011971,-0.014365,19601605507311,2025-04-23 16:33:34.127
0.062249,-0.019154,0.000000,19601635506090,2025-04-23 16:33:34.176
0.033519,0.007183,-0.019154,19601665504869,2025-04-23 16:33:34.189
0.014365,0.023942,-0.014365,19601695534166,2025-04-23 16:33:34.243
-0.045490,-0.002394,0.028730,19601725532945,2025-04-23 16:33:34.256
-0.011971,-0.014365,-0.031125,19601755531725,2025-04-23 16:33:34.299
-0.028730,0.002394,0.002394,19601785499986,2025-04-23 16:33:34.315
-0.050278,0.040701,0.000000,19601815498766,2025-04-23 16:33:34.361
0.052672,0.052672,-0.007183,19601905495104,2025-04-23 16:33:34.439
-0.007183,0.009577,-0.009577,19601935493883,2025-04-23 16:33:34.484
0.014365,-0.021548,-0.023942,19601965492662,2025-04-23 16:33:34.503
0.011971,-0.079009,0.014365,19601995430406,2025-04-23 16:33:34.545
-0.035913,-0.043096,0.028730,19602025429186,2025-04-23 16:33:34.564
-0.028730,0.035913,-0.004788,19602055427965,2025-04-23 16:33:34.601
0.007183,0.038307,-0.026336,19602085396227,2025-04-23 16:33:34.622
0.028730,0.057461,-0.045490,19602115364488,2025-04-23 16:33:34.655
0.033519,-0.021548,-0.021548,19602205269274,2025-04-23 16:33:34.734
-0.014365,0.079009,0.014365,19602235268053,2025-04-23 16:33:34.780
-0.011971,0.057461,-0.014365,19602265236315,2025-04-23 16:33:34.797
-0.007183,-0.035913,-0.043096,19602295235094,2025-04-23 16:33:34.843
0.026336,-0.059855,-0.016759,19602325233873,2025-04-23 16:33:34.859
0.000000,0.067038,-0.047884,19602355202135,2025-04-23 16:33:34.905
-0.028730,0.014365,-0.050278,19602385170397,2025-04-23 16:33:34.922
0.011971,0.016759,0.002394,19602415138658,2025-04-23 16:33:34.957
0.004788,0.040701,-0.021548,19602505073961,2025-04-23 16:33:35.029
0.014365,-0.016759,0.002394,19602535042223,2025-04-23 16:33:35.075
-0.019154,0.026336,0.028730,19602565010485,2025-04-23 16:33:35.090
-0.090980,0.040701,-0.009577,19602594917711,2025-04-23 16:33:35.134
0.002394,-0.019154,-0.002394,19602624885973,2025-04-23 16:33:35.150
0.011971,0.023942,-0.009577,19602654854235,2025-04-23 16:33:35.200
0.040701,0.002394,0.043096,19602684853014,2025-04-23 16:33:35.218
0.031125,0.038307,0.050278,19602714821276,2025-04-23 16:33:35.258
0.016759,-0.047884,-0.071826,19602804726061,2025-04-23 16:33:35.332
0.019154,0.043096,0.021548,19602834694322,2025-04-23 16:33:35.375
-0.021548,0.000000,-0.031125,19602864723619,2025-04-23 16:33:35.392
0.016759,-0.062249,-0.045490,19602894722399,2025-04-23 16:33:35.443
0.026336,0.000000,0.043096,19602924721178,2025-04-23 16:33:35.459
0.009577,-0.074220,0.002394,19602954750475,2025-04-23 16:33:35.498
0.002394,-0.071826,-0.009577,19602984688219,2025-04-23 16:33:35.515
-0.033519,-0.033519,0.016759,19603014656481,2025-04-23 16:33:35.561
-0.002394,0.000000,0.000000,19603104652819,2025-04-23 16:33:35.632
0.016759,-0.045490,-0.059855,19603134621080,2025-04-23 16:33:35.682
0.009577,0.047884,0.000000,19603164558824,2025-04-23 16:33:35.703
-0.019154,0.004788,-0.004788,19603194557604,2025-04-23 16:33:35.741
-0.021548,0.047884,0.007183,19603224556383,2025-04-23 16:33:35.757
-0.076614,-0.023942,-0.011971,19603254524645,2025-04-23 16:33:35.803
-0.064643,-0.019154,-0.081403,19603284492906,2025-04-23 16:33:35.822
-0.026336,0.112527,0.026336,19603314461168,2025-04-23 16:33:35.859
-0.007183,-0.007183,0.014365,19603344459947,2025-04-23 16:33:35.871
0.067038,0.043096,-0.019154,19603374397692,2025-04-23 16:33:35.914
0.016759,0.002394,-0.002394,19603404396471,2025-04-23 16:33:35.933
0.047884,-0.035913,0.007183,19603434395250,2025-04-23 16:33:35.971
0.021548,0.004788,-0.031125,19603464363512,2025-04-23 16:33:35.989
-0.011971,0.007183,-0.038307,19603494331774,2025-04-23 16:33:36.034
0.009577,0.000000,-0.076614,19603524361070,2025-04-23 16:33:36.049
0.038307,0.028730,-0.002394,19603554298815,2025-04-23 16:33:36.103
0.028730,0.011971,0.007183,19603584297594,2025-04-23 16:33:36.119
-0.028730,0.009577,-0.035913,19603614265856,2025-04-23 16:33:36.158
0.002394,-0.016759,-0.035913,19603704201158,2025-04-23 16:33:36.229
-0.083797,-0.009577,0.014365,19603734199938,2025-04-23 16:33:36.276
0.043096,-0.059855,-0.055067,19603764198717,2025-04-23 16:33:36.291
0.016759,-0.031125,0.064643,19603794136461,2025-04-23 16:33:36.337
-0.002394,0.016759,-0.026336,19603824135240,2025-04-23 16:33:36.352
0.031125,0.004788,-0.023942,19603854103502,2025-04-23 16:33:36.405
-0.043096,-0.004788,0.016759,19603884102281,2025-04-23 16:33:36.420
-0.002394,0.035913,0.019154,19603914101061,2025-04-23 16:33:36.458
0.014365,-0.002394,-0.026336,19603944099840,2025-04-23 16:33:36.473
-0.035913,-0.021548,-0.033519,19603974037584,2025-04-23 16:33:36.519
-0.038307,0.007183,-0.009577,19604063911852,2025-04-23 16:33:36.599
0.050278,-0.021548,0.033519,19604093880113,2025-04-23 16:33:36.638
-0.033519,0.038307,-0.031125,19604123878893,2025-04-23 16:33:36.657
-0.076614,0.019154,-0.009577,19604153816637,2025-04-23 16:33:36.701
-0.045490,0.000000,-0.057461,19604183784899,2025-04-23 16:33:36.716
-0.052672,-0.026336,-0.004788,19604213722643,2025-04-23 16:33:36.766
-0.059855,0.011971,0.014365,19604243751940,2025-04-23 16:33:36.788
0.050278,0.000000,0.000000,19604273720201,2025-04-23 16:33:36.814
0.000000,0.009577,-0.019154,19604363624986,2025-04-23 16:33:36.888
0.040701,-0.009577,-0.007183,19604393562731,2025-04-23 16:33:36.936
-0.059855,0.067038,-0.026336,19604423500475,2025-04-23 16:33:36.952
0.064643,-0.004788,-0.040701,19604453468736,2025-04-23 16:33:37.008
-0.035913,0.031125,-0.016759,19604483436998,2025-04-23 16:33:37.025
-0.057461,-0.043096,-0.026336,19604513374742,2025-04-23 16:33:37.061
-0.028730,0.083797,0.033519,19604543373522,2025-04-23 16:33:37.081
0.023942,0.009577,-0.028730,19604573280748,2025-04-23 16:33:37.115
-0.016759,0.057461,-0.057461,19604663185533,2025-04-23 16:33:37.188
0.004788,0.035913,-0.035913,19604693123278,2025-04-23 16:33:37.236
0.038307,0.023942,0.000000,19604723122057,2025-04-23 16:33:37.253
0.002394,0.038307,-0.021548,19604753059801,2025-04-23 16:33:37.301
-0.038307,0.047884,0.016759,19604783028063,2025-04-23 16:33:37.315
0.011971,-0.016759,-0.019154,19604812996324,2025-04-23 16:33:37.357
-0.055067,0.033519,-0.052672,19604842964586,2025-04-23 16:33:37.373
-0.009577,-0.004788,0.040701,19604872932848,2025-04-23 16:33:37.413
0.047884,0.033519,-0.007183,19604962837633,2025-04-23 16:33:37.489
