x(m/s^2),y(m/s^2),z(m/s^2),internal_ts,watch_timestamp
0.004788,0.050278,0.026336,20642781619517,2025-04-23 16:50:55.312
0.009577,0.023942,-0.026336,20642811587779,2025-04-23 16:50:55.364
-0.035913,-0.038307,-0.052672,20642901492564,2025-04-23 16:50:55.442
0.021548,0.045490,-0.038307,20642931430308,2025-04-23 16:50:55.479
-0.002394,-0.033519,0.000000,20643081454722,2025-04-23 16:50:55.613
0.021548,-0.021548,-0.011971,20643111422984,2025-04-23 16:50:55.662
0.050278,-0.026336,0.009577,20643141391245,2025-04-23 16:50:55.682
0.011971,0.026336,-0.067038,20643171420542,2025-04-23 16:50:55.718
-0.026336,-0.040701,-0.069432,20643201388804,2025-04-23 16:50:55.733
-0.028730,-0.004788,-0.019154,20643231357066,2025-04-23 16:50:55.785
-0.014365,0.038307,0.026336,20643261355845,2025-04-23 16:50:55.802
-0.019154,0.014365,-0.021548,20643291324107,2025-04-23 16:50:55.842
0.038307,0.016759,-0.033519,20643321322886,2025-04-23 16:50:55.858
0.007183,0.033519,0.047884,20643351291148,2025-04-23 16:50:55.897
-0.004788,0.040701,-0.038307,20643381228892,2025-04-23 16:50:55.914
0.021548,0.016759,-0.009577,20643411197154,2025-04-23 16:50:55.962
0.067038,-0.047884,0.019154,20643441165415,2025-04-23 16:50:55.982
0.055067,-0.011971,-0.002394,20643471164195,2025-04-23 16:50:56.016
0.009577,0.014365,-0.045490,20643501162974,2025-04-23 16:50:56.031
0.009577,0.009577,-0.016759,20643531161753,2025-04-23 16:50:56.085
0.021548,0.004788,-0.004788,20643621036021,2025-04-23 16:50:56.152
0.000000,-0.033519,-0.016759,20643651004282,2025-04-23 16:50:56.202
-0.014365,0.016759,0.028730,20643680972544,2025-04-23 16:50:56.219
-0.011971,-0.019154,-0.038307,20643710971323,2025-04-23 16:50:56.266
-0.033519,-0.007183,-0.007183,20643740939585,2025-04-23 16:50:56.282
-0.059855,0.014365,0.000000,20643770938364,2025-04-23 16:50:56.321
0.023942,0.000000,-0.050278,20643800937144,2025-04-23 16:50:56.336
0.038307,-0.043096,-0.045490,20643830935923,2025-04-23 16:50:56.382
-0.007183,0.004788,0.052672,20643920871226,2025-04-23 16:50:56.459
0.007183,-0.004788,-0.016759,20643950870005,2025-04-23 16:50:56.500
0.007183,-0.045490,-0.019154,20643980868784,2025-04-23 16:50:56.514
-0.016759,0.007183,-0.033519,20644010867564,2025-04-23 16:50:56.557
0.026336,0.016759,-0.009577,20644040835825,2025-04-23 16:50:56.573
-0.002394,-0.007183,0.033519,20644070834605,2025-04-23 16:50:56.617
0.004788,0.023942,-0.007183,20644100802866,2025-04-23 16:50:56.631
-0.026336,0.002394,0.009577,20644130740611,2025-04-23 16:50:56.681
0.047884,0.028730,0.028730,20644220675913,2025-04-23 16:50:56.751
-0.031125,-0.002394,-0.043096,20644250674693,2025-04-23 16:50:56.790
-0.040701,0.028730,0.007183,20644280673472,2025-04-23 16:50:56.811
0.023942,-0.021548,0.002394,20644310611216,2025-04-23 16:50:56.858
0.002394,0.000000,-0.031125,20644340579478,2025-04-23 16:50:56.873
-0.079009,-0.004788,0.000000,20644370608775,2025-04-23 16:50:56.921
0.028730,0.002394,0.014365,20644400577036,2025-04-23 16:50:56.942
0.000000,0.057461,-0.035913,20644430545298,2025-04-23 16:50:56.983
-0.009577,0.000000,-0.038307,20644520480601,2025-04-23 16:50:57.055
-0.105345,-0.047884,-0.057461,20644550387827,2025-04-23 16:50:57.098
0.021548,0.040701,-0.004788,20644580356089,2025-04-23 16:50:57.115
-0.023942,-0.004788,0.043096,20644610293833,2025-04-23 16:50:57.161
0.033519,0.057461,0.059855,20644640292612,2025-04-23 16:50:57.177
-0.023942,0.000000,0.016759,20644670260874,2025-04-23 16:50:57.222
0.040701,-0.031125,0.000000,20644700229136,2025-04-23 16:50:57.243
-0.095768,0.016759,-0.059855,20644730197398,2025-04-23 16:50:57.282
0.004788,-0.007183,-0.038307,20644820163218,2025-04-23 16:50:57.352
0.000000,-0.023942,-0.050278,20644850192515,2025-04-23 16:50:57.395
0.002394,-0.059855,0.007183,20644880130259,2025-04-23 16:50:57.414
-0.014365,-0.043096,-0.004788,20644910129038,2025-04-23 16:50:57.470
0.009577,0.009577,-0.028730,20644940097300,2025-04-23 16:50:57.490
0.000000,-0.007183,-0.011971,20644970096079,2025-04-23 16:50:57.522
0.009577,-0.014365,-0.033519,20645000064341,2025-04-23 16:50:57.539
0.028730,0.014365,-0.016759,20645030032603,2025-04-23 16:50:57.585
0.019154,-0.019154,0.019154,20645060031382,2025-04-23 16:50:57.598
0.035913,0.009577,-0.002394,20645089999644,2025-04-23 16:50:57.632
0.043096,0.055067,0.000000,20645179904429,2025-04-23 16:50:57.706
0.000000,-0.002394,0.019154,20645209842173,2025-04-23 16:50:57.746
0.064643,0.026336,-0.117316,20645239810435,2025-04-23 16:50:57.767
-0.047884,0.019154,0.002394,20645269809214,2025-04-23 16:50:57.806
0.059855,0.000000,0.055067,20645299777476,2025-04-23 16:50:57.829
-0.009577,0.016759,-0.014365,20645329715220,2025-04-23 16:50:57.879
-0.050278,-0.028730,-0.033519,20645359683482,2025-04-23 16:50:57.895
0.083797,0.023942,0.009577,20645389651743,2025-04-23 16:50:57.943
0.021548,0.016759,-0.043096,20645419620005,2025-04-23 16:50:57.961
-0.014365,-0.035913,0.050278,20645449588267,2025-04-23 16:50:57.999
0.009577,0.021548,-0.004788,20645539523570,2025-04-23 16:50:58.074
0.026336,0.014365,0.038307,20645569522349,2025-04-23 16:50:58.118
0.031125,0.059855,-0.002394,20645599460093,2025-04-23 16:50:58.136
0.047884,0.033519,0.000000,20645629428355,2025-04-23 16:50:58.183
0.050278,-0.035913,-0.023942,20645659427134,2025-04-23 16:50:58.200
0.074220,-0.016759,-0.045490,20645689364878,2025-04-23 16:50:58.245
0.000000,-0.028730,-0.038307,20645719302622,2025-04-23 16:50:58.263
-0.026336,-0.026336,-0.016759,20645749331919,2025-04-23 16:50:58.300
0.016759,0.019154,0.000000,20645839236704,2025-04-23 16:50:58.371
0.016759,0.023942,0.002394,20645869235484,2025-04-23 16:50:58.417
-0.014365,0.011971,-0.088585,20645899203745,2025-04-23 16:50:58.434
0.023942,0.057461,-0.031125,20645929141489,2025-04-23 16:50:58.483
0.016759,0.009577,0.000000,20645959140269,2025-04-23 16:50:58.499
-0.057461,-0.090980,0.026336,20645989108530,2025-04-23 16:50:58.539
0.033519,0.083797,-0.038307,20646019046275,2025-04-23 16:50:58.556
0.000000,0.000000,-0.023942,20646048984019,2025-04-23 16:50:58.601
-0.016759,0.026336,-0.014365,20646138858286,2025-04-23 16:50:58.678
0.011971,0.043096,-0.007183,20646168857066,2025-04-23 16:50:58.718
-0.074220,-0.055067,0.040701,20646198825327,2025-04-23 16:50:58.733
0.035913,-0.040701,0.002394,20646228793589,2025-04-23 16:50:58.777
-0.004788,-0.004788,-0.031125,20646258792368,2025-04-23 16:50:58.792
0.047884,-0.026336,0.000000,20646288760630,2025-04-23 16:50:58.840
0.019154,-0.074220,-0.009577,20646378665415,2025-04-23 16:50:58.910
0.019154,0.047884,-0.019154,20646408603159,2025-04-23 16:50:58.964
0.002394,-0.035913,0.007183,20646438540904,2025-04-23 16:50:58.984
-0.021548,-0.057461,-0.016759,20646468509165,2025-04-23 16:50:59.015
0.011971,-0.004788,-0.083797,20646498477427,2025-04-23 16:50:59.032
-0.035913,0.016759,-0.045490,20646528445689,2025-04-23 16:50:59.083
-0.016759,-0.007183,-0.050278,20646558444468,2025-04-23 16:50:59.102
-0.002394,0.000000,-0.007183,20646588443247,2025-04-23 16:50:59.134
0.007183,0.031125,0.011971,20646678317515,2025-04-23 16:50:59.213
-0.004788,0.035913,-0.100556,20646708285777,2025-04-23 16:50:59.259
0.011971,0.057461,0.021548,20646738284556,2025-04-23 16:50:59.277
0.035913,-0.004788,-0.011971,20646768222300,2025-04-23 16:50:59.321
0.026336,0.011971,0.000000,20646798221079,2025-04-23 16:50:59.337
0.038307,-0.028730,-0.028730,20646828250376,2025-04-23 16:50:59.381
0.023942,0.019154,0.011971,20646858157603,2025-04-23 16:50:59.394
0.021548,0.016759,0.050278,20646888125864,2025-04-23 16:50:59.435
0.000000,0.069432,-0.057461,20646978091685,2025-04-23 16:50:59.512
0.043096,0.064643,-0.033519,20647008029429,2025-04-23 16:50:59.555
-0.004788,0.067038,0.000000,20647038058726,2025-04-23 16:50:59.573
0.045490,0.023942,-0.016759,20647068057505,2025-04-23 16:50:59.618
0.016759,0.002394,0.023942,20647098025767,2025-04-23 16:50:59.632
-0.004788,0.023942,0.000000,20647127963511,2025-04-23 16:50:59.665
0.028730,-0.007183,-0.110133,20647157992808,2025-04-23 16:50:59.684
-0.019154,0.069432,-0.028730,20647187930552,2025-04-23 16:50:59.728
-0.002394,0.021548,0.009577,20647277804820,2025-04-23 16:50:59.809
-0.014365,0.007183,-0.067038,20647307803599,2025-04-23 16:50:59.855
-0.074220,0.014365,-0.031125,20647337771861,2025-04-23 16:50:59.871
-0.009577,-0.014365,-0.004788,20647367740122,2025-04-23 16:50:59.920
-0.062249,0.026336,0.007183,20647397738902,2025-04-23 16:50:59.938
-0.067038,0.026336,0.009577,20647427707163,2025-04-23 16:50:59.984
0.019154,-0.047884,-0.026336,20647457675425,2025-04-23 16:51:00.003
0.074220,0.016759,0.011971,20647487613169,2025-04-23 16:51:00.034
