bpm,internal_ts,watch_timestamp
0.000000,20643175000000,2025-04-23 16:50:55.689
0.000000,20644174000000,2025-04-23 16:50:56.700
0.000000,20645173000000,2025-04-23 16:50:57.687
0.000000,20646172000000,2025-04-23 16:50:58.687
0.000000,20647171000000,2025-04-23 16:50:59.685
0.000000,20648170000000,2025-04-23 16:51:00.705
0.000000,20649169000000,2025-04-23 16:51:01.685
0.000000,20650169000000,2025-04-23 16:51:02.692
0.000000,20651168000000,2025-04-23 16:51:03.703
0.000000,20652167000000,2025-04-23 16:51:04.683
0.000000,20653166000000,2025-04-23 16:51:05.695
0.000000,20654165000000,2025-04-23 16:51:06.702
0.000000,20655164000000,2025-04-23 16:51:07.679
0.000000,20656164000000,2025-04-23 16:51:08.682
0.000000,20657163000000,2025-04-23 16:51:09.697
0.000000,20658162000000,2025-04-23 16:51:10.677
0.000000,20659161000000,2025-04-23 16:51:11.680
0.000000,20660160000000,2025-04-23 16:51:12.702
0.000000,20661159000000,2025-04-23 16:51:13.682
0.000000,20662158000000,2025-04-23 16:51:14.677
0.000000,20663157000000,2025-04-23 16:51:15.694
0.000000,20664156000000,2025-04-23 16:51:16.671
0.000000,20665154000000,2025-04-23 16:51:17.674
0.000000,20666153000000,2025-04-23 16:51:18.687
0.000000,20667153000000,2025-04-23 16:51:19.667
0.000000,20668152000000,2025-04-23 16:51:20.674
0.000000,20669150000000,2025-04-23 16:51:21.687
0.000000,20670149000000,2025-04-23 16:51:22.663
