bpm,internal_ts,watch_timestamp
0.000000,20433357000000,2025-04-23 16:47:25.870
0.000000,20434356000000,2025-04-23 16:47:26.885
0.000000,20435356000000,2025-04-23 16:47:27.890
0.000000,20436355000000,2025-04-23 16:47:28.865
0.000000,20437354000000,2025-04-23 16:47:29.888
0.000000,20438354000000,2025-04-23 16:47:30.879
0.000000,20439354000000,2025-04-23 16:47:31.868
0.000000,20440353000000,2025-04-23 16:47:32.868
0.000000,20441352000000,2025-04-23 16:47:33.870
0.000000,20442351000000,2025-04-23 16:47:34.865
0.000000,20443351000000,2025-04-23 16:47:35.881
0.000000,20444350000000,2025-04-23 16:47:36.873
0.000000,20445349000000,2025-04-23 16:47:37.862
0.000000,20446348000000,2025-04-23 16:47:38.870
0.000000,20447348000000,2025-04-23 16:47:39.873
0.000000,20448347000000,2025-04-23 16:47:40.861
0.000000,20451344000000,2025-04-23 16:47:43.857
0.000000,20452344000000,2025-04-23 16:47:44.877
0.000000,20453343000000,2025-04-23 16:47:45.868
0.000000,20454341000000,2025-04-23 16:47:46.855
0.000000,20455340000000,2025-04-23 16:47:47.863
0.000000,20456338000000,2025-04-23 16:47:48.870
0.000000,20457337000000,2025-04-23 16:47:49.850
0.000000,20458335000000,2025-04-23 16:47:50.860
0.000000,20459334000000,2025-04-23 16:47:51.861
0.000000,20460333000000,2025-04-23 16:47:52.846
0.000000,20465329000000,2025-04-23 16:47:57.853
0.000000,20466327000000,2025-04-23 16:47:58.844
0.000000,20467327000000,2025-04-23 16:47:59.852
0.000000,20468326000000,2025-04-23 16:48:00.853
0.000000,20469326000000,2025-04-23 16:48:01.839
0.000000,20470325000000,2025-04-23 16:48:02.856
0.000000,20471323000000,2025-04-23 16:48:03.849
0.000000,20472323000000,2025-04-23 16:48:04.842
0.000000,20473322000000,2025-04-23 16:48:05.847
0.000000,20474321000000,2025-04-23 16:48:06.845
0.000000,20477319000000,2025-04-23 16:48:09.831
0.000000,20478318000000,2025-04-23 16:48:10.832
0.000000,20481316000000,2025-04-23 16:48:14.837
0.000000,20482316000000,2025-04-23 16:48:14.838
0.000000,20483315000000,2025-04-23 16:48:15.851
0.000000,20484314000000,2025-04-23 16:48:16.832
0.000000,20485313000000,2025-04-23 16:48:17.833
0.000000,20486313000000,2025-04-23 16:48:18.848
0.000000,20487315000000,2025-04-23 16:48:19.828
0.000000,20488314000000,2025-04-23 16:48:20.833
0.000000,20489313000000,2025-04-23 16:48:21.844
0.000000,20490313000000,2025-04-23 16:48:22.826
0.000000,20491312000000,2025-04-23 16:48:23.829
0.000000,20492311000000,2025-04-23 16:48:24.843
0.000000,20493310000000,2025-04-23 16:48:25.827
0.000000,20494309000000,2025-04-23 16:48:26.830
0.000000,20495308000000,2025-04-23 16:48:27.842
0.000000,20496308000000,2025-04-23 16:48:28.822
0.000000,20497307000000,2025-04-23 16:48:29.830
0.000000,20498306000000,2025-04-23 16:48:30.835
0.000000,20499305000000,2025-04-23 16:48:31.820
0.000000,20500304000000,2025-04-23 16:48:32.830
0.000000,20501304000000,2025-04-23 16:48:33.845
0.000000,20502303000000,2025-04-23 16:48:34.815
0.000000,20503302000000,2025-04-23 16:48:35.822
0.000000,20504302000000,2025-04-23 16:48:36.837
0.000000,20505301000000,2025-04-23 16:48:37.816
0.000000,20506301000000,2025-04-23 16:48:38.824
