bpm,internal_ts,watch_timestamp
0.000000,18661022000000,2025-04-23 16:17:53.546
0.000000,18662021000000,2025-04-23 16:17:54.549
0.000000,18663020000000,2025-04-23 16:17:55.565
0.000000,18664018000000,2025-04-23 16:17:56.544
0.000000,18665017000000,2025-04-23 16:17:57.538
0.000000,18666016000000,2025-04-23 16:17:58.567
0.000000,18667015000000,2025-04-23 16:17:59.533
0.000000,18668015000000,2025-04-23 16:18:00.545
0.000000,18669014000000,2025-04-23 16:18:01.551
0.000000,18670012000000,2025-04-23 16:18:02.527
0.000000,18671011000000,2025-04-23 16:18:03.544
0.000000,18672009000000,2025-04-23 16:18:04.559
0.000000,18675005000000,2025-04-23 16:18:07.549
0.000000,18676004000000,2025-04-23 16:18:08.519
0.000000,18677003000000,2025-04-23 16:18:09.528
0.000000,18678002000000,2025-04-23 16:18:10.544
0.000000,18679000000000,2025-04-23 16:18:11.514
0.000000,18679999000000,2025-04-23 16:18:12.524
0.000000,18680998000000,2025-04-23 16:18:13.547
0.000000,18681997000000,2025-04-23 16:18:14.512
0.000000,18682996000000,2025-04-23 16:18:15.521
0.000000,18683995000000,2025-04-23 16:18:16.549
0.000000,18684994000000,2025-04-23 16:18:17.510
0.000000,18685993000000,2025-04-23 16:18:18.527
0.000000,18686992000000,2025-04-23 16:18:19.534
0.000000,18687991000000,2025-04-23 16:18:20.506
0.000000,18688990000000,2025-04-23 16:18:21.520
0.000000,18689990000000,2025-04-23 16:18:22.532
0.000000,18690989000000,2025-04-23 16:18:23.504
0.000000,18691988000000,2025-04-23 16:18:24.516
0.000000,18692987000000,2025-04-23 16:18:25.530
0.000000,18693987000000,2025-04-23 16:18:26.501
0.000000,18694986000000,2025-04-23 16:18:27.507
0.000000,18695985000000,2025-04-23 16:18:28.527
0.000000,18696984000000,2025-04-23 16:18:29.499
0.000000,18697984000000,2025-04-23 16:18:30.511
0.000000,18698983000000,2025-04-23 16:18:31.531
0.000000,18699982000000,2025-04-23 16:18:32.497
0.000000,18700981000000,2025-04-23 16:18:33.504
0.000000,18701980000000,2025-04-23 16:18:34.523
0.000000,18706976000000,2025-04-23 16:18:39.511
0.000000,18707975000000,2025-04-23 16:18:40.518
0.000000,18708974000000,2025-04-23 16:18:41.490
