x(m/s^2),y(m/s^2),z(m/s^2),internal_ts,watch_timestamp
0.033519,-0.366313,9.818622,19832792335924,2025-04-23 16:37:25.311
0.007183,-0.359130,9.892841,19832822273668,2025-04-23 16:37:25.342
0.052672,-0.306458,9.799467,19832852241930,2025-04-23 16:37:25.370
0.016759,-0.308852,9.895236,19832882210192,2025-04-23 16:37:25.402
0.035913,-0.368707,9.804255,19832912178453,2025-04-23 16:37:25.430
-0.007183,-0.368707,9.849746,19832942207750,2025-04-23 16:37:25.461
-0.031125,-0.407014,9.828198,19832972114977,2025-04-23 16:37:25.493
-0.009577,-0.320823,9.821015,19833002083238,2025-04-23 16:37:25.523
-0.057461,-0.296881,9.856929,19833032051500,2025-04-23 16:37:25.551
0.026336,-0.390255,9.792285,19833062019762,2025-04-23 16:37:25.581
0.033519,-0.356736,9.866506,19833092018541,2025-04-23 16:37:25.610
0.014365,-0.265756,9.856929,19833121956285,2025-04-23 16:37:25.641
0.090980,-0.308852,9.830592,19833151924547,2025-04-23 16:37:25.670
0.038307,-0.354342,9.871294,19833181892809,2025-04-23 16:37:25.701
-0.014365,-0.351948,9.830592,19833211891588,2025-04-23 16:37:25.730
-0.043096,-0.351948,9.852140,19833241859850,2025-04-23 16:37:25.761
0.011971,-0.368707,9.892841,19833271828111,2025-04-23 16:37:25.790
0.007183,-0.359130,9.813833,19833301857408,2025-04-23 16:37:25.821
0.062249,-0.337582,9.840169,19833331825670,2025-04-23 16:37:25.850
-0.007183,-0.282516,9.830592,19833361793932,2025-04-23 16:37:25.880
-0.019154,-0.318429,9.837775,19833391731676,2025-04-23 16:37:25.910
0.011971,-0.332794,9.883265,19833421699938,2025-04-23 16:37:25.940
-0.004788,-0.328006,9.816227,19833451637682,2025-04-23 16:37:25.970
0.011971,-0.304064,9.871294,19833481605944,2025-04-23 16:37:26.003
-0.002394,-0.344765,9.849746,19833511604723,2025-04-23 16:37:26.030
-0.035913,-0.339977,9.830592,19833541572985,2025-04-23 16:37:26.060
0.026336,-0.397437,9.823410,19833571571764,2025-04-23 16:37:26.090
0.000000,-0.320823,9.811439,19833601570543,2025-04-23 16:37:26.120
0.028730,-0.351948,9.801862,19833631538805,2025-04-23 16:37:26.150
0.050278,-0.344765,9.837775,19833661507067,2025-04-23 16:37:26.180
-0.031125,-0.409408,9.804255,19833691536363,2025-04-23 16:37:26.220
0.052672,-0.306458,9.830592,19833721504625,2025-04-23 16:37:26.240
0.038307,-0.359130,9.832987,19833751503404,2025-04-23 16:37:26.270
0.014365,-0.359130,9.770737,19833781502184,2025-04-23 16:37:26.301
0.043096,-0.325611,9.811439,19833811470445,2025-04-23 16:37:26.330
-0.057461,-0.292093,9.818622,19833841438707,2025-04-23 16:37:26.360
-0.059855,-0.330400,9.878476,19833871468004,2025-04-23 16:37:26.399
0.009577,-0.342371,9.876082,19833901497301,2025-04-23 16:37:26.420
0.000000,-0.342371,9.854534,19833931496080,2025-04-23 16:37:26.450
0.035913,-0.265756,9.868899,19833961494860,2025-04-23 16:37:26.480
0.057461,-0.414197,9.897630,19833991493639,2025-04-23 16:37:26.510
-0.023942,-0.287304,9.837775,19834021431383,2025-04-23 16:37:26.540
0.038307,-0.347159,9.868899,19834051399645,2025-04-23 16:37:26.570
0.007183,-0.337582,9.844957,19834081398424,2025-04-23 16:37:26.601
0.033519,-0.328006,9.830592,19834111397203,2025-04-23 16:37:26.630
0.011971,-0.284910,9.892841,19834141365465,2025-04-23 16:37:26.660
-0.035913,-0.383072,9.878476,19834171394762,2025-04-23 16:37:26.689
0.021548,-0.337582,9.883265,19834201363024,2025-04-23 16:37:26.720
-0.014365,-0.363919,9.832987,19834231331285,2025-04-23 16:37:26.749
0.074220,-0.320823,9.868899,19834261330065,2025-04-23 16:37:26.780
0.040701,-0.332794,9.866506,19834291298326,2025-04-23 16:37:26.809
0.081403,-0.323217,9.835381,19834321236070,2025-04-23 16:37:26.840
0.023942,-0.311246,9.933543,19834351204332,2025-04-23 16:37:26.869
-0.007183,-0.299275,9.890448,19834381203111,2025-04-23 16:37:26.901
-0.002394,-0.318429,9.876082,19834411171373,2025-04-23 16:37:26.929
0.028730,-0.404620,9.856929,19834441170153,2025-04-23 16:37:26.960
-0.035913,-0.440533,9.890448,19834471168932,2025-04-23 16:37:26.989
0.007183,-0.428562,9.830592,19834501167711,2025-04-23 16:37:27.020
0.019154,-0.402226,9.873688,19834531135973,2025-04-23 16:37:27.049
0.033519,-0.351948,9.888053,19834561134752,2025-04-23 16:37:27.080
0.050278,-0.349553,9.873688,19834591133531,2025-04-23 16:37:27.109
0.004788,-0.342371,9.823410,19834621071276,2025-04-23 16:37:27.140
-0.031125,-0.349553,9.923966,19834651039537,2025-04-23 16:37:27.169
-0.004788,-0.342371,9.868899,19834681007799,2025-04-23 16:37:27.201
-0.004788,-0.383072,9.919178,19834710976061,2025-04-23 16:37:27.229
-0.045490,-0.375890,9.895236,19834740974840,2025-04-23 16:37:27.260
-0.050278,-0.306458,9.904813,19834770973619,2025-04-23 16:37:27.289
-0.011971,-0.263362,9.876082,19834801002916,2025-04-23 16:37:27.320
-0.002394,-0.289698,9.842564,19834831001695,2025-04-23 16:37:27.349
0.009577,-0.375890,9.883265,19834861000475,2025-04-23 16:37:27.380
0.052672,-0.339977,9.840169,19834891029772,2025-04-23 16:37:27.409
0.026336,-0.330400,9.856929,19834920998033,2025-04-23 16:37:27.439
0.004788,-0.277727,9.878476,19834950966295,2025-04-23 16:37:27.469
0.021548,-0.328006,9.888053,19834980934557,2025-04-23 16:37:27.501
0.007183,-0.289698,9.892841,19835010933336,2025-04-23 16:37:27.529
0.000000,-0.313640,9.880871,19835040901598,2025-04-23 16:37:27.559
-0.028730,-0.332794,9.854534,19835070869860,2025-04-23 16:37:27.589
0.028730,-0.332794,9.888053,19835100868639,2025-04-23 16:37:27.619
0.047884,-0.277727,9.904813,19835130836901,2025-04-23 16:37:27.649
0.007183,-0.378284,9.919178,19835160835680,2025-04-23 16:37:27.679
0.035913,-0.359130,9.890448,19835190834459,2025-04-23 16:37:27.710
0.000000,-0.337582,9.888053,19835220802721,2025-04-23 16:37:27.739
-0.019154,-0.387861,9.895236,19835250801500,2025-04-23 16:37:27.769
0.047884,-0.356736,9.847352,19835280769762,2025-04-23 16:37:27.801
0.000000,-0.373495,9.866506,19835310738024,2025-04-23 16:37:27.829
-0.019154,-0.275333,9.844957,19835340675768,2025-04-23 16:37:27.859
0.004788,-0.385466,9.888053,19835370644029,2025-04-23 16:37:27.889
