x(m/s^2),y(m/s^2),z(m/s^2),internal_ts,watch_timestamp
0.387861,0.181959,9.742006,19740839302477,2025-04-23 16:35:53.360
0.363919,0.114922,9.753978,19740869270738,2025-04-23 16:35:53.391
0.330400,0.136469,9.785102,19740899208483,2025-04-23 16:35:53.426
0.328006,0.083797,9.768343,19740929146227,2025-04-23 16:35:53.451
0.361524,0.098162,9.811439,19740959114488,2025-04-23 16:35:53.481
0.323217,0.105345,9.797073,19740989082750,2025-04-23 16:35:53.511
0.366313,0.086191,9.797073,19741019020494,2025-04-23 16:35:53.542
0.404620,0.088585,9.799467,19741048958238,2025-04-23 16:35:53.570
0.399832,-0.033519,9.694122,19741078987535,2025-04-23 16:35:53.600
0.241814,0.186748,9.761160,19741108955797,2025-04-23 16:35:53.631
0.407014,0.004788,9.727641,19741138863024,2025-04-23 16:35:53.662
0.311246,0.019154,9.847352,19741168800768,2025-04-23 16:35:53.690
0.246603,0.095768,9.722853,19741198799547,2025-04-23 16:35:53.721
0.038307,0.373495,9.624691,19741228737291,2025-04-23 16:35:53.753
0.330400,0.119710,9.801862,19741258705553,2025-04-23 16:35:53.853
0.426168,0.067038,9.686940,19741288612779,2025-04-23 16:35:53.860
0.526724,0.277727,9.730036,19741318550524,2025-04-23 16:35:54.073
0.517148,0.074220,9.579201,19741348518785,2025-04-23 16:35:54.080
0.071826,0.035913,9.840169,19741378456529,2025-04-23 16:35:54.110
-0.545878,-0.117316,9.785102,19741408394274,2025-04-23 16:35:54.112
0.430956,-0.270545,9.624691,19741438332018,2025-04-23 16:35:54.166
1.086968,0.105345,10.220847,19741468300279,2025-04-23 16:35:54.174
0.457293,-0.124498,8.513782,19741618263658,2025-04-23 16:35:54.325
-0.407014,-0.272939,10.632649,19741648262438,2025-04-23 16:35:54.328
0.701501,0.268151,8.599973,19741678230699,2025-04-23 16:35:54.347
0.957681,-0.234632,9.196129,19741708198961,2025-04-23 16:35:54.360
0.483629,-0.263362,10.426748,19741738167223,2025-04-23 16:35:54.379
-0.885855,0.169988,7.134721,19741768104967,2025-04-23 16:35:54.381
0.107739,0.000000,10.292673,19741918007311,2025-04-23 16:35:54.436
-0.035913,-0.050278,10.017340,19741947975572,2025-04-23 16:35:54.467
