x(m/s^2),y(m/s^2),z(m/s^2),internal_ts,watch_timestamp
-0.138864,-0.296881,9.794679,19821702431139,2025-04-23 16:37:14.226
-0.107739,-0.208296,9.840169,19821732429918,2025-04-23 16:37:14.253
-0.093374,-0.246603,9.842564,19821762367662,2025-04-23 16:37:14.282
-0.071826,-0.201113,9.789890,19821792396959,2025-04-23 16:37:14.314
-0.038307,-0.280122,9.840169,19821822395738,2025-04-23 16:37:14.349
-0.064643,-0.268151,9.794679,19821852364000,2025-04-23 16:37:14.374
-0.098162,-0.225055,9.761160,19821882332262,2025-04-23 16:37:14.405
-0.088585,-0.246603,9.777920,19821912300524,2025-04-23 16:37:14.432
-0.083797,-0.210690,9.818622,19821942238268,2025-04-23 16:37:14.463
-0.047884,-0.280122,9.744401,19821972206529,2025-04-23 16:37:14.493
-0.114922,-0.237026,9.799467,19822002205309,2025-04-23 16:37:14.522
-0.131681,-0.198719,9.830592,19822032173570,2025-04-23 16:37:14.555
-0.093374,-0.239420,9.773131,19822062080797,2025-04-23 16:37:14.584
-0.117316,-0.196325,9.789890,19822092018541,2025-04-23 16:37:14.614
-0.136469,-0.241814,9.813833,19822121956285,2025-04-23 16:37:14.645
-0.153229,-0.284910,9.785102,19822151894029,2025-04-23 16:37:14.673
-0.095768,-0.229843,9.811439,19822181953844,2025-04-23 16:37:14.702
-0.086191,-0.193930,9.804255,19822211952623,2025-04-23 16:37:14.733
-0.038307,-0.248997,9.770737,19822241920885,2025-04-23 16:37:14.766
-0.105345,-0.196325,9.758766,19822271858629,2025-04-23 16:37:14.793
-0.938527,0.502782,9.959879,19822301887926,2025-04-23 16:37:14.825
-0.758962,0.201113,9.706094,19822331856188,2025-04-23 16:37:14.853
-0.383072,0.179565,9.483433,19822361793932,2025-04-23 16:37:14.882
-0.565032,0.191536,9.662998,19822391731676,2025-04-23 16:37:14.914
-0.323217,-0.040701,10.014946,19822481697496,2025-04-23 16:37:15.002
-0.356736,-0.148441,10.192117,19822511635240,2025-04-23 16:37:15.041
-0.452504,-0.064643,11.128249,19822541572985,2025-04-23 16:37:15.098
0.186748,-0.397437,9.162610,19822571510729,2025-04-23 16:37:15.100
-0.459687,-0.155623,10.716447,19822601509508,2025-04-23 16:37:15.120
0.088585,-0.146046,9.244013,19822631447252,2025-04-23 16:37:15.150
0.009577,-0.136469,9.497798,19822661476549,2025-04-23 16:37:15.180
-0.237026,-0.074220,10.414778,19822691414293,2025-04-23 16:37:15.211
0.062249,-0.155623,9.428367,19822781319078,2025-04-23 16:37:15.299
0.033519,-0.289698,9.404425,19822811287340,2025-04-23 16:37:15.330
0.011971,-0.198719,9.461885,19822841255602,2025-04-23 16:37:15.359
0.014365,-0.198719,9.469068,19822871254381,2025-04-23 16:37:15.390
-0.052672,-0.225055,9.648633,19822901253160,2025-04-23 16:37:15.419
-0.160412,-0.174777,10.017340,19822931221422,2025-04-23 16:37:15.450
-0.071826,-0.196325,9.765948,19823140999254,2025-04-23 16:37:15.661
-0.117316,-0.205901,9.777920,19823170998033,2025-04-23 16:37:15.690
